熱點類別,熱點名稱,熱點分類,建置年度,行政區,行政里,地址,熱點緯度(Latitude),熱點經度(Longitude)
itaiwan熱點,曾文水庫郵局,,,,,715臺南市楠西區密枝村70號,23.203446,120.516395
itaiwan熱點,水利署南區水資源局1樓服務台,,,,,715臺南市楠西區密枝里70號,23.220701,120.5
itaiwan熱點,經濟部水利署南區水資源局曾文水庫永續利用展示館,,,,,715臺南市楠西區密枝里70號,23.219576,120.498378
itaiwan熱點,楠西郵局,,,,,715臺南市楠西區東勢路117號,23.177485,120.486097
itaiwan熱點,南化郵局,,,,,716臺南市南化區南化村115-11號,23.041394,120.484724
itaiwan熱點,華南商業銀行仁德分行,,,,,717臺南市仁德區中山路511號,22.971287,120.254301
itaiwan熱點,臺南市仁德區戶政事務所,,,,,717臺南市仁德區中山路606巷3號,22.972559,120.251327
itaiwan熱點,嘉南療養院-1樓大廳,,,,,717臺南市仁德區中山路870巷80號,22.9709927,120.2524501
itaiwan熱點,仁德車路墘郵局,,,,,717臺南市仁德區中正路一段32號,22.919071,120.227474
itaiwan熱點,仁德郵局,,,,,717臺南市仁德區中正路二段1118號,22.969644,120.252193
itaiwan熱點,仁德後壁厝郵局,,,,,717臺南市仁德區中正路二段417、419號,22.953857,120.252089
itaiwan熱點,臺灣銀行仁德分行,,,,,717臺南市仁德區中正路二段899號,22.965366,120.25323
itaiwan熱點,高速公路局南區工程處仁德服務區服務台,,,,,717臺南市仁德區中洲1-15號,22.9224123,120.2366126
itaiwan熱點,臺鐵局中洲站候車室,,,,,717臺南市仁德區中洲路298之5號,22.904095,120.252823
itaiwan熱點,臺灣糖業股份有限公司量販事業部嘉年華購物中心,,,,,717臺南市仁德區仁愛1211號,22.946834,120.220384
itaiwan熱點,仁德二空郵局,,,,,717臺南市仁德區仁愛村79號,22.956127,120.22098
itaiwan熱點,臺鐵局保安站內候車室,,,,,717臺南市仁德區保安里文賢路一段529巷10號,22.933002,120.23165
itaiwan熱點,仁德太子郵局,,,,,717臺南市仁德區土庫路2號,22.991227,120.2604
itaiwan熱點,臺鐵局仁德站候車室,,,,,717臺南市仁德區永德路10號,22.921678,120.243151
itaiwan熱點,關廟郵局,,,,,718臺南市關廟區中央路222號,22.960468,120.329659
itaiwan熱點,關廟文衡路郵局,,,,,718臺南市關廟區文衡路20號,22.960922,120.326103
itaiwan熱點,龍崎郵局,,,,,719臺南市龍崎區崎頂村新市仔186號,22.968881,120.383902
itaiwan熱點,高速公路局南區工程處關廟服務區服務台,,,,,719臺南市龍崎區楠坑里6鄰楠坑12-1號,22.931757,120.348766
itaiwan熱點,臺鐵局隆田站候車室,,,,,720臺南市官田區中山路一段1號,23.1926625,120.3188981
itaiwan熱點,官田工業區郵局,,,,,720臺南市官田區二鎮村工業路23號,23.211064,120.323003
itaiwan熱點,官田工業區服務中心,,,,,720臺南市官田區二鎮里村工業路2號,23.207745,120.322437
itaiwan熱點,官田隆田郵局,,,,,720臺南市官田區勝利路2號,23.194349,120.316127
itaiwan熱點,臺灣菸酒隆田酒廠,,,,,720臺南市官田區隆本里中華路一段335號,23.195719,120.321168
itaiwan熱點,華南商業銀行麻豆分行,,,,,721臺南市麻豆區中山路36號,23.183854,120.2473842
itaiwan熱點,麻豆總爺郵局,,,,,721臺南市麻豆區南勢里106號,23.1950148,120.2656955
itaiwan熱點,內政部警政署警察廣播電臺臺南臺,,,,,721臺南市麻豆區南勢里南勢85-21號,23.189571,120.264747
itaiwan熱點,公路總局嘉義區監理所麻豆監理站,,,,,721臺南市麻豆區新生北路551號,23.18995,120.248364
itaiwan熱點,麻豆新生郵局,,,,,721臺南市麻豆區新生南路17號,23.184136,120.241315
itaiwan熱點,第一商業銀行(麻豆分行),,,,,721臺南市麻豆區興中路12號,23.1835813,120.2486558
itaiwan熱點,自來水公司麻豆服務所,,,,,721臺南市麻豆區興中路211號,23.183857,120.256071
itaiwan熱點,麻豆郵局,,,,,721臺南市麻豆區興國路25號,23.1816479,120.248121
itaiwan熱點,臺南市政府消防局第二大隊部,,,,,721臺南市麻豆區興國路9號2樓,23.183326,120.248513
itaiwan熱點,佳里中山路郵局,,,,,722臺南市佳里區中山路141號,23.157338,120.177184
itaiwan熱點,臺南市佳里地政事務所,,,,,722臺南市佳里區中山路417號,23.164746,120.177362
itaiwan熱點,臺南市政府消防局第三大隊部,,,,,722臺南市佳里區六安里六順路23號1樓,23.17104,120.175445
itaiwan熱點,財政部南區國稅局佳里稽徵所,,,,,722臺南市佳里區延平路125號,23.156838,120.178857
itaiwan熱點,佳里郵局,,,,,722臺南市佳里區延平路375號,23.163681,120.178133
itaiwan熱點,第一商業銀行(佳里分行),,,,,722臺南市佳里區文化路225號,23.163013,120.1764887
itaiwan熱點,佳里佳里興郵局,,,,,722臺南市佳里區興化里492-8號,23.187462,120.180579
itaiwan熱點,自來水公司佳里服務所,,,,,722臺南市佳里區進學路139號,23.163837,120.178936
itaiwan熱點,西港郵局,,,,,723臺南市西港區中山路351號,23.123387,120.203051
itaiwan熱點,國軍退除役官兵輔導委員會佳里榮譽國民之家行政大樓一樓大廳,,,,,724臺南市七股區三股村147號,23.1201853,120.0723009
itaiwan熱點,台江國家公園六孔遊客中心,,,,,724臺南市七股區三股里海埔18號,23.122916,120.077691
itaiwan熱點,特有生物研究保育中心黑面琵鷺生態展示館,,,,,724臺南市七股區十份里海埔47號,23.08137,120.062687
itaiwan熱點,七股郵局,,,,,724臺南市七股區大埕村296號,23.14103,120.14594
itaiwan熱點,將軍郵局,,,,,725臺南市將軍區西華村1-1號,23.1929273,120.1546002
itaiwan熱點,臺灣土地銀行學甲分行,,,,,726臺南市學甲區中正路303號,23.233119,120.180735
itaiwan熱點,學甲郵局,,,,,726臺南市學甲區中正路318號,23.235039,120.180887
itaiwan熱點,北門郵局,,,,,727臺南市北門區北門村舊埕91號,23.268584,120.114179
itaiwan熱點,北門遊客中心,,,,,727臺南市北門區北門里舊埕200號,23.269892,120.124168
itaiwan熱點,新營民生郵局,,,,,730臺南市新營區三民路180-3號,23.305608,120.308644
itaiwan熱點,自來水公司新營營運所,,,,,730臺南市新營區三民路70號,23.307475,120.317381
itaiwan熱點,臺南市政府消防局民治辦公室,,,,,730臺南市新營區三興街380號1樓,23.322689,120.309459
itaiwan熱點,臺南市政府警察局新營分局,,,,,730臺南市新營區中山路119號,23.304773,120.31764
itaiwan熱點,新營中山路郵局,,,,,730臺南市新營區中山路126號,23.305135,120.31791
itaiwan熱點,第一商業銀行(新營分行),,,,,730臺南市新營區中山路150號,23.3045536,120.3170091
itaiwan熱點,臺鐵局新營站候車大廳南側,,,,,730臺南市新營區中山路1號,23.306732,120.323055
itaiwan熱點,臺鐵局新營站辦公室,,,,,730臺南市新營區中山路1號,23.306704,120.322992
itaiwan熱點,臺灣土地銀行新營分行,,,,,730臺南市新營區中山路79號,23.306026,120.320855
itaiwan熱點,勞動部勞動力發展署雲嘉南分屬新營就業服務站洽公櫃台,,,,,730臺南市新營區中正路102-3號,23.315496,120.316539
itaiwan熱點,臺灣銀行新營分行,,,,,730臺南市新營區中正路10號,23.308936,120.316386
itaiwan熱點,財政部南區國稅局新營分局,,,,,730臺南市新營區中正路15號,23.316032,120.315453
itaiwan熱點,台電公司新營區處服務中心營業廳,,,,,730臺南市新營區中正路200號,23.318472,120.316524
itaiwan熱點,臺南市新營區公所,,,,,730臺南市新營區中正路30號,23.31071,120.316619
itaiwan熱點,國軍退除役官兵輔導委員會臺南市榮服處一樓大廳,,,,,730臺南市新營區中正路31巷7號,23.3121729,120.316044
itaiwan熱點,臺南市政府警察局,,,,,730臺南市新營區中正路3號,23.305286,120.316295
itaiwan熱點,臺南市政府消防局第一大隊部,,,,,730臺南市新營區中華路2號1樓,23.305268,120.315327
itaiwan熱點,新營醫院-門診大廳,,,,,730臺南市新營區信義街73號,23.308958,120.313614
itaiwan熱點,公路總局嘉義區監理所新營監理站,,,,,730臺南市新營區大同路五十五號,23.311655,120.322323
itaiwan熱點,新營太子宮郵局,,,,,730臺南市新營區太北里9-5號,23.294795,120.278866
itaiwan熱點,彰化商業銀行新營分行,,,,,730臺南市新營區復興路150號1F,23.303195,120.308381
itaiwan熱點,高速公路局南區工程處新營工務段會議室,,,,,730臺南市新營區復興路701號,23.306104,120.2944
itaiwan熱點,新營工業區服務中心,,,,,730臺南市新營區新工路28號,23.303343,120.281379
itaiwan熱點,華南商業銀行新營分行,,,,,730臺南市新營區新進路二段109號,23.300398,120.310051
itaiwan熱點,行政院勞動部勞工保險局臺南市第二辦事處洽公櫃台,,,,,730臺南市新營區民治東路31號,23.311019,120.323425
itaiwan熱點,新營民治路郵局,,,,,730臺南市新營區民治路27-13號,23.310772,120.317651
itaiwan熱點,臺南市新營區戶政事務所,,,,,730臺南市新營區民治路36號(世紀大樓一樓),23.3116,120.314325
itaiwan熱點,新營新進路郵局,,,,,730臺南市新營區永生里新進路316號,23.301442,120.315325
itaiwan熱點,後壁郵局,,,,,731臺南市後壁區後壁村1-15號,23.365462,120.362638
itaiwan熱點,臺鐵局後壁站辦公室,,,,,731臺南市後壁區後壁里77號,23.3632139,120.3579632
itaiwan熱點,衛生福利部台南教養院社工科,,,,,731臺南市後壁區後部里68號,23.36651,120.355081
itaiwan熱點,後壁安溪寮郵局,,,,,731臺南市後壁區福安村下寮102-16號,23.323134,120.353154
itaiwan熱點,高速公路局南區工程處新營服務區服務台,,,,,731臺南市後壁區竹新里新厝72號,23.3665101,120.3550808
itaiwan熱點,後壁菁寮郵局,,,,,731臺南市後壁區菁寮村79-1號,23.3763699,120.327695
itaiwan熱點,臺灣土地銀行白河分行,,,,,732臺南市白河區三民路395號,23.351676,120.414802
itaiwan熱點,西拉雅國家風景區管理處管理處服務台,,,,,732臺南市白河區仙草里仙草1-1號,23.349837,120.481043
itaiwan熱點,白河仙草埔郵局,,,,,732臺南市白河區仙草里仙草63-1號,23.343864,120.4762
itaiwan熱點,國軍退除役官兵輔導委員會白河榮譽國民之家行政大樓一樓大廳,,,,,732臺南市白河區仙草里仙草63號,23.354266,120.4876036
itaiwan熱點,白河內角郵局,,,,,732臺南市白河區內角里24-1號,23.398458,120.439064
itaiwan熱點,臺南市白河地政事務所,,,,,732臺南市白河區國泰路317號,23.35279,120.412779
itaiwan熱點,自來水公司白河營運所,,,,,732臺南市白河區外角里庄內路15號之2號,23.35129,120.425639
itaiwan熱點,高速公路局南區工程處白河工務段會議室,,,,,732臺南市白河區崁頭里崁子頭65-37號,23.068095,120.290137
itaiwan熱點,白河郵局,,,,,732臺南市白河區永安里三民路410號,23.351609,120.416252
itaiwan熱點,嶺頂遊客資訊站,,,,,732臺南市白河區關子嶺風景區統茂溫泉旅館旁,23.3366245,120.5043168
itaiwan熱點,東山郵局,,,,,733臺南市東山區東中村新東路一段18號,23.322574,120.40239
itaiwan熱點,東山東原郵局,,,,,733臺南市東山區東原村170號,23.275912,120.453046
itaiwan熱點,高速公路局南區工程處東山服務區服務台,,,,,733臺南市東山區枋子林74之6號,23.295673,120.39505
itaiwan熱點,內政部警政署國道公路警察局第八警察隊,,,,,733臺南市東山區枋子林74號之6,23.28902,120.397353
itaiwan熱點,臺鐵局林鳳營站候車室,,,,,734臺南市六甲區林鳳營16號,23.2391298,120.3187166
itaiwan熱點,六甲郵局,,,,,734臺南市六甲區民生街2號,23.227257,120.351744
itaiwan熱點,下營中營郵局,,,,,735臺南市下營區中營村893號,23.220631,120.271464
itaiwan熱點,下營郵局,,,,,735臺南市下營區慈惠街129號,23.236019,120.266494
itaiwan熱點,臺灣臺南地方法院柳營庭,,,,,736臺南市柳營區人和里義士路5段601號,23.291514,120.316865
itaiwan熱點,柳營郵局,,,,,736臺南市柳營區士林村柳營路一段745號,23.2654189,120.310261
itaiwan熱點,奇美醫療財團法人柳營奇美醫院1樓病人候診區,,,,,736臺南市柳營區太康里太康201號,23.289022,120.324939
itaiwan熱點,臺鐵局柳營站辦公室,,,,,736臺南市柳營區建國路1號,23.2781077,120.3206037
itaiwan熱點,柳營重溪郵局,,,,,736臺南市柳營區重溪村12-4號,23.2947176,120.3521983
itaiwan熱點,第一商業銀行鹽水分行,,,,,737臺南市鹽水區三福路57號,23.320838,120.265765
itaiwan熱點,鹽水郵局,,,,,737臺南市鹽水區中境里中山路6號,23.320106,120.267062
itaiwan熱點,鹽水茄苳腳郵局,,,,,737臺南市鹽水區忠孝路54號,23.31125,120.270341
itaiwan熱點,臺鐵局善化站行車室,,,,,741臺南市善化區中山路1號,23.133323,120.306551
itaiwan熱點,內政部移民署臺南市第二服務站,,,,,741臺南市善化區中山路353號1樓,23.132031,120.293298
itaiwan熱點,第一商業銀行(善化分行),,,,,741臺南市善化區中山路366號,23.1322951,120.292973
itaiwan熱點,善化中山路郵局,,,,,741臺南市善化區中山路371號,23.132124,120.29208
itaiwan熱點,善化郵局,,,,,741臺南市善化區中正路332號,23.126872,120.294106
itaiwan熱點,臺南市善化區公所,,,,,741臺南市善化區建國路190號,23.132467,120.29671
itaiwan熱點,善化成功郵局,,,,,741臺南市善化區成功路41號,23.127516,120.317003
itaiwan熱點,善化溪美郵局,,,,,741臺南市善化區溪美里204號,23.152967,120.288449
itaiwan熱點,台糖公司台南區處辦公大樓2樓,,,,,741臺南市善化區溪美里310號,23.15463,120.290053
itaiwan熱點,南科健康生活館噴水廣場,,,,,741臺南市善化區環東路二段20號,23.115378,120.282333
itaiwan熱點,善化亞蔬郵局,,,,,741臺南市善化區益民寮60號,23.114283,120.298477
itaiwan熱點,臺南市政府警察局善化分局,,,,,741臺南市善化區興農路461號,23.129685,120.268385
itaiwan熱點,兆豐國際商銀台南科學園區分行,,,,,741臺南市新市區南科三路13號,23.098128,120.276893
itaiwan熱點,南科台南園區Park17商場2F西側,,,,,741臺南市新市區南科三路17號,23.101997,120.28244
itaiwan熱點,科技部南部科學工業園區管理局-巡迴巴士,,,,,741臺南市新市區南科三路17號,23.098628,120.282175
itaiwan熱點,南科管理局大樓1樓大廳,,,,,741臺南市新市區南科三路22號,23.0998662,120.282732
itaiwan熱點,南科管理局大樓1樓演藝廳,,,,,741臺南市新市區南科三路22號,23.100398,120.282698
itaiwan熱點,南科管理局大樓2樓201會議室,,,,,741臺南市新市區南科三路22號,23.100398,120.282698
itaiwan熱點,南科管理局大樓2樓記者室,,,,,741臺南市新市區南科三路22號,23.100398,120.282698
itaiwan熱點,南科管理局大樓3樓301會議室,,,,,741臺南市新市區南科三路22號,23.100398,120.282698
itaiwan熱點,南科管理局大樓3樓訪客區,,,,,741臺南市新市區南科三路22號,23.100398,120.282698
itaiwan熱點,南科管理局大樓4樓401會議室,,,,,741臺南市新市區南科三路22號,23.100398,120.282698
itaiwan熱點,南科管理局大樓5樓501會議室,,,,,741臺南市新市區南科三路22號,23.100398,120.282698
itaiwan熱點,南科管理局大樓6樓601會議室,,,,,741臺南市新市區南科三路22號,23.100398,120.282698
itaiwan熱點,南科管理局大樓7樓701會議室,,,,,741臺南市新市區南科三路22號,23.100398,120.282698
itaiwan熱點,南科管理局大樓北側中央廣場,,,,,741臺南市新市區南科三路22號,23.100398,120.282698
itaiwan熱點,南科管理局大樓南側中央廣場,,,,,741臺南市新市區南科三路22號,23.100398,120.282698
itaiwan熱點,新市南科園區郵局,,,,,741臺南市新市區南科六路6號,23.105762,120.280091
itaiwan熱點,南科台南園區璞馨公園,,,,,741臺南市新市區大順三路(璞園二期與馨園之間),23.100457,120.289135
itaiwan熱點,南科台南園區社區中心廣場,,,,,741臺南市新市區大順三路125號,23.100082,120.289055
itaiwan熱點,南科台南園區華園三期A1棟1樓閱報區,,,,,741臺南市新市區大順三路12號,23.100477,120.289114
itaiwan熱點,南科台南園區華園三期A2棟1樓閱報區,,,,,741臺南市新市區大順三路12號,23.100477,120.289114
itaiwan熱點,南科台南園區華園三期B1棟1樓閱報區,,,,,741臺南市新市區大順三路12號,23.100477,120.289114
itaiwan熱點,南科台南園區華園三期B2棟1樓閱報區,,,,,741臺南市新市區大順三路12號,23.100477,120.289114
itaiwan熱點,南科台南園區華園三期入口處閱報區,,,,,741臺南市新市區大順三路12號,23.100477,120.289114
itaiwan熱點,南科台南園區華園二期E棟廣場,,,,,741臺南市新市區大順五路1號,23.103082,120.288384
itaiwan熱點,南科台南園區迎曦湖涼亭,,,,,741臺南市新市區環東路一段1號,23.093904,120.286002
itaiwan熱點,南科台南園區西拉雅廣場,,,,,741臺南市新市區西拉雅大道(南科管理局大樓北側中央廣場對面),23.100655,120.284328
itaiwan熱點,大內郵局,,,,,742臺南市大內區大內村7-2號,23.120635,120.363728
itaiwan熱點,山上郵局,,,,,743臺南市山上區山上村250號,23.101435,120.359404
itaiwan熱點,彰化商業銀行南科樹谷分行,,,,,744臺南市新市區中心路6號1樓,23.103399,120.26179
itaiwan熱點,華南商業銀行新市分行,,,,,744臺南市新市區中正路232之1號,23.075834,120.291609
itaiwan熱點,臺鐵局新市站候車室,,,,,744臺南市新市區中華路1號,23.064255,120.317459
itaiwan熱點,新市郵局,,,,,744臺南市新市區仁愛街217號,23.07569,120.293455
itaiwan熱點,臺灣銀行臺南科學園區分行,,,,,744臺南市新市區南科三路15號1樓,23.098465,120.283111
itaiwan熱點,第一商業銀行南科園區分行,,,,,744臺南市新市區南科三路15號2樓,23.098521,120.283111
itaiwan熱點,臺鐵局南科站售票房,,,,,744臺南市新市區大營村287-300號,23.09941,120.311838
itaiwan熱點,新市大營郵局,,,,,744臺南市新市區大營里大營131號之18,23.100596,120.307701
itaiwan熱點,臺灣臺南地方法院新市庭,,,,,744臺南市新市區富強路12號,23.07245,120.291308
itaiwan熱點,臺灣土地銀行新市分行,,,,,744臺南市新市區復興路10號,23.080316,120.295601
itaiwan熱點,自來水公司新市服務所,,,,,744臺南市新市區永就里永就55-7號,23.083333,120.3
itaiwan熱點,華南商業銀行安南分行,,,,,745臺南市安南區安和路四段467號之1,23.060281,120.218362
itaiwan熱點,安定郵局,,,,,745臺南市安定區保西村449號,23.122833,120.232521
itaiwan熱點,中國輸出入銀行臺南分行,,,,,745臺南市安定區新吉里新吉49之9號,23.085943,120.210394
4GSmartCity熱點,東西快北門段0K+480與台17線,路口路段,106,北門區,,東西快北門段0K+480與台17線,23.2782881,120.1297305 
4GSmartCity熱點,A-18道路與北汕尾二路口,路口路段,106,安南區,,A-18道路與北汕尾二路口,23.034321,120.1263960 
4GSmartCity熱點,十二佃路與公學路四段122巷口,路口路段,106,安南區,,十二佃路與公學路四段122巷口,23.067092,120.1764720 
4GSmartCity熱點,大平路水景橋頭(東 安平路、西 同平路),路口路段,106,安平區,,大平路水景橋頭(東 安平路、西 同平路),22.997841,120.1534460 
4GSmartCity熱點,大同路2段656巷口,路口路段,106,南區,,大同路2段656巷口,22.968788,120.2156440 
4GSmartCity熱點,大同路一段五妃街口,路口路段,106,中西區,,大同路一段五妃街口,22.982413,120.2113900 
4GSmartCity熱點,大同路一段開山路府連路口,路口路段,106,中西區,,大同路一段開山路府連路口,22.98475,120.2112180 
4GSmartCity熱點,大同路一段樹林街口,路口路段,106,中西區,,大同路一段樹林街口,22.986374,120.2118830 
4GSmartCity熱點,大同路二段61巷口,路口路段,106,南區,,大同路二段61巷口,22.979536,120.2129290 
4GSmartCity熱點,大同路二段750巷口,路口路段,106,南區,,大同路二段750巷口,22.965789,120.2162340 
4GSmartCity熱點,大同路二段大林路口,路口路段,106,南區,,大同路二段大林路口,22.976202,120.2139680 
4GSmartCity熱點,大同路二段公英街口,路口路段,106,南區,,大同路二段公英街口,22.971056,120.2151020 
4GSmartCity熱點,大同路二段台南空軍大營門前,路口路段,106,南區,,大同路二段台南空軍大營門前,22.9523651,120.2179307 
4GSmartCity熱點,大同路二段台南空軍北側營門前,路口路段,106,南區,,大同路二段台南空軍北側營門前,22.9529651,120.2178891 
4GSmartCity熱點,大同路二段台南機場出口前,路口路段,106,南區,,大同路二段台南機場出口前,22.954104,120.2167090 
4GSmartCity熱點,大同路二段立德二街口,路口路段,106,南區,,大同路二段立德二街口,22.974659,120.2143150 
4GSmartCity熱點,大同路二段立德十一街口,路口路段,106,南區,,大同路二段立德十一街口,22.978002,120.2135530 
4GSmartCity熱點,大同路二段亞航出入口,路口路段,106,南區,,大同路二段亞航出入口,22.949149,120.2166780 
4GSmartCity熱點,大同路二段國民路口,路口路段,106,南區,,大同路二段國民路口,22.967332,120.2159620 
4GSmartCity熱點,大同路榮譽街口,路口路段,106,南區,,大同路榮譽街口,22.973539,120.2145910 
4GSmartCity熱點,大成路2段29巷口,路口路段,106,南區,,大成路2段29巷口,22.974919,120.1964540 
4GSmartCity熱點,大成路二段永成路口,路口路段,106,南區,,大成路二段永成路口,22.974889,120.1954130 
4GSmartCity熱點,大成路金華路新興路口,路口路段,106,南區,,大成路金華路新興路口,22.975242,120.1910490 
4GSmartCity熱點,大成路與水交社路口,路口路段,106,南區,,大成路與水交社路口,22.974952,120.2006990 
4GSmartCity熱點,大林路111巷口,路口路段,106,南區,,大林路111巷口,22.97546,120.2113820 
4GSmartCity熱點,大學路光復校區前,路口路段,106,東區,,大學路光復校區前,22.99654,120.2159140 
4GSmartCity熱點,大學路育樂街口,路口路段,106,東區,,大學路育樂街口,22.99671,120.2148930 
4GSmartCity熱點,大興街賢北國小前,路口路段,106,北區,,大興街賢北國小前,23.007592,120.1792320 
4GSmartCity熱點,大興街賢北街口,路口路段,106,北區,,大興街賢北街口,23.009156,120.1828080 
4GSmartCity熱點,小東路147巷口,路口路段,106,永康區,,小東路147巷口,23.000198,120.2266990 
4GSmartCity熱點,小東路中華東路一段口,路口路段,106,永康區,,小東路中華東路一段口,22.998369,120.2347360 
4GSmartCity熱點,小東路光明街口,路口路段,106,東區,,小東路光明街口,22.999769,120.2282200 
4GSmartCity熱點,小東路成大光復校區前,路口路段,106,東區,,小東路成大光復校區前,23.001062,120.2169440 
4GSmartCity熱點,小東路成大醫學院前,路口路段,106,東區,,小東路成大醫學院前,23.000777,120.2205120 
4GSmartCity熱點,小東路忠勇街口,路口路段,106,永康區,,小東路忠勇街口,22.998289,120.2386330 
4GSmartCity熱點,小東路忠義街口,路口路段,106,永康區,,小東路忠義街口,22.998494,120.2330780 
4GSmartCity熱點,小東路東光路口,路口路段,106,東區,,小東路東光路口,22.998662,120.2318100 
4GSmartCity熱點,小東路東和路口,路口路段,106,東區,,小東路東和路口,22.999399,120.2293230 
4GSmartCity熱點,小東路林森路三段口,路口路段,106,東區,,小東路林森路三段口,23.000479,120.2245610 
4GSmartCity熱點,小東路長榮路三段口,路口路段,106,東區,,小東路長榮路三段口,23.000635,120.2223440 
4GSmartCity熱點,小東路前鋒路口,路口路段,106,東區,,小東路前鋒路口,23.001373,120.2146640 
4GSmartCity熱點,小東路莊敬路口,路口路段,106,東區,,小東路莊敬路口,22.998507,120.2333400 
4GSmartCity熱點,小東路勝利路口,路口路段,106,東區,,小東路勝利路口,23.000899,120.2185820 
4GSmartCity熱點,小東路與東興路口,路口路段,106,東區,,小東路與東興路口,22.999492,120.2292510 
4GSmartCity熱點,工明三路工明南三路口,路口路段,106,安南區,,工明三路工明南三路口,23.05848,120.2045850 
4GSmartCity熱點,工明三路與工明南一路口,路口路段,106,安南區,,工明三路與工明南一路口,23.060203,120.2050970 
4GSmartCity熱點,工明路工明二路口,路口路段,106,安南區,,工明路工明二路口,23.061082,120.2076740 
4GSmartCity熱點,中山路文心路口,路口路段,106,仁德區,,中山路文心路口,22.974141,120.2407890 
4GSmartCity熱點,中山路民族路一(二)段口,路口路段,106,中西區,,中山路民族路一(二)段口,22.994697,120.2085380 
4GSmartCity熱點,中山路民權路一段口,路口路段,106,中西區,,中山路民權路一段口,22.993551,120.2067700 
4GSmartCity熱點,中山路西華南街口,路口路段,106,中西區,,中山路西華南街口,22.995581,120.2098660 
4GSmartCity熱點,中正路永褔路二段口,路口路段,106,中西區,,中正路永褔路二段口,22.99223,120.2008860 
4GSmartCity熱點,中正路忠義路二段口,路口路段,106,中西區,,中正路忠義路二段口,22.991843,120.2028070 
4GSmartCity熱點,中正路海安路口,路口路段,106,中西區,,中正路海安路口,22.99321,120.1960850 
4GSmartCity熱點,中正路國華街口,路口路段,106,中西區,,中正路國華街口,22.99294,120.1974270 
4GSmartCity熱點,中正路康樂路口,路口路段,106,中西區,,中正路康樂路口,22.993475,120.1947090 
4GSmartCity熱點,中華北路一段78巷口,路口路段,106,北區,,中華北路一段78巷口,23.008634,120.1857460 
4GSmartCity熱點,中華北路一段和緯路四段口,路口路段,106,北區,,中華北路一段和緯路四段口,23.006736,120.1863040 
4GSmartCity熱點,中華北路一段與大興街口,路口路段,106,北區,,中華北路一段與大興街口,23.010021,120.1853080 
4GSmartCity熱點,中華北路一段觀海橋頭,路口路段,106,北區,,中華北路一段觀海橋頭,23.011257,120.1849730 
4GSmartCity熱點,中華北路二段41巷口,路口路段,106,北區,,中華北路二段41巷口,23.018507,120.1945940 
4GSmartCity熱點,中華北路二段文賢路1122巷59弄口,路口路段,106,北區,,中華北路二段文賢路1122巷59弄口,23.018007,120.1932270 
4GSmartCity熱點,中華北路二段北安路一段口,路口路段,106,北區,,中華北路二段北安路一段口,23.021798,120.2057840 
4GSmartCity熱點,中華北路二段西門四段533巷口,路口路段,106,北區,,中華北路二段西門四段533巷口,23.022273,120.2088390 
4GSmartCity熱點,中華北路二段海安路三段口,路口路段,106,北區,,中華北路二段海安路三段口,23.02024,120.1993480 
4GSmartCity熱點,中華西路一段109巷口,路口路段,106,南區,,中華西路一段109巷口,22.980953,120.1856310 
4GSmartCity熱點,中華西路一段2巷口,路口路段,106,南區,,中華西路一段2巷口,22.963177,120.1838630 
4GSmartCity熱點,中華西路一段2巷永華國小前,路口路段,106,南區,,中華西路一段2巷永華國小前,22.963564,120.1865210 
4GSmartCity熱點,中華西路一段70巷口,路口路段,106,南區,,中華西路一段70巷口,22.971657,120.1838160 
4GSmartCity熱點,中華西路一段健康路二段口,路口路段,106,南區,,中華西路一段健康路二段口,22.982063,120.1861130 
4GSmartCity熱點,中華西路一段新仁路口,路口路段,106,南區,,中華西路一段新仁路口,22.97653,120.1844190 
4GSmartCity熱點,中華西路一段新平路口,路口路段,106,南區,,中華西路一段新平路口,22.964474,120.1838390 
4GSmartCity熱點,中華西路一段新孝路口,路口路段,106,南區,,中華西路一段新孝路口,22.977983,120.1846820 
4GSmartCity熱點,中華西路一段新和路口,路口路段,106,南區,,中華西路一段新和路口,22.967321,120.1838370 
4GSmartCity熱點,中華西路一段新忠路口,路口路段,106,南區,,中華西路一段新忠路口,22.979467,120.1851140 
4GSmartCity熱點,中華西路一段新信路口,路口路段,106,南區,,中華西路一段新信路口,22.973149,120.1838080 
4GSmartCity熱點,中華西路一段新愛路口,路口路段,106,南區,,中華西路一段新愛路口,22.974734,120.1840960 
4GSmartCity熱點,中華西路一段新義路口,路口路段,106,南區,,中華西路一段新義路口,22.970197,120.1838200 
4GSmartCity熱點,中華西路一段與永南二街口,路口路段,106,南區,,中華西路一段與永南二街口,22.983078,120.1861690 
4GSmartCity熱點,中華西路二段49巷口,路口路段,106,安平區,,中華西路二段49巷口,22.987412,120.1867800 
4GSmartCity熱點,中華西路二段550巷口,路口路段,106,中西區,,中華西路二段550巷口,23.002161,120.1870870 
4GSmartCity熱點,中華西路二段629巷口,路口路段,106,中西區,,中華西路二段629巷口,23.000446,120.1868540 
4GSmartCity熱點,中華西路二段民生路二段口,路口路段,106,中西區,,中華西路二段民生路二段口,22.997805,120.1866410 
4GSmartCity熱點,中華西路二段民權路四段口,路口路段,106,中西區,,中華西路二段民權路四段口,22.998861,120.1867670 
4GSmartCity熱點,中華西路二段永華路二段口,路口路段,106,中西區,,中華西路二段永華路二段口,22.988999,120.1869780 
